sport,event,year,athlete_id,country_id,medal
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,97444,173,
Track and Field,Men's Pole Vault,2016,97458,102,
Swimming,Swimming Men's 100 metres Butterfly,2016,97481,84,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,97481,84,
Track and Field,Men's Triple Jump,2016,97509,93,
Track and Field,Women's 20 kilometres Walk,2016,97536,86,
Track and Field,Women's 400 metres,2016,97643,166,
Track and Field,Men's 4 x 400 metres Relay,2016,97647,86,
Track and Field,"Women's 3,000 metres Steeplechase",2016,97683,18,
Swimming,Swimming Men's 100 metres Butterfly,2016,97735,87,
Track and Field,Women's 20 kilometres Walk,2016,97767,40,
Swimming,Swimming Men's 400 metres Freestyle,2016,97787,40,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,97787,40,
Swimming,Swimming Women's 100 metres Butterfly,2016,97809,165,
Swimming,Swimming Men's 100 metres Backstroke,2016,97810,165,
Swimming,Swimming Men's 100 metres Butterfly,2016,97810,165,
Swimming,Swimming Men's 200 metres Butterfly,2016,97810,165,
Track and Field,"Women's 3,000 metres Steeplechase",2016,97895,195,
Track and Field,Women's 100 metres Hurdles,2016,97914,148,
Swimming,Swimming Men's 100 metres Breaststroke,2016,97919,90,
Swimming,Swimming Men's 200 metres Breaststroke,2016,97919,90,
Swimming,Swimming Men's 50 metres Freestyle,2016,97951,23,
Swimming,Swimming Men's 50 metres Freestyle,2016,97958,199,
Swimming,Swimming Men's 100 metres Freestyle,2016,97958,199,
Swimming,Swimming Men's 200 metres Freestyle,2016,97958,199,
Swimming,Swimming Men's 400 metres Freestyle,2016,97958,199,
Swimming,Swimming Women's 400 metres Freestyle,2016,97968,59,
Track and Field,Men's 50 kilometres Walk,2016,97994,23,
Track and Field,Women's Marathon,2016,97995,23,
Track and Field,Men's 50 kilometres Walk,2016,98004,77,
Swimming,Swimming Women's 100 metres Freestyle,2016,98053,111,
Track and Field,Men's 50 kilometres Walk,2016,98096,84,
Swimming,Swimming Men's 10 kilometres Open Water,2016,98142,131,
Gymnastics,Gymnastics Men's Team All-Around,2016,98155,193,
Gymnastics,Gymnastics Men's Floor Exercise,2016,98155,193,
Gymnastics,Gymnastics Men's Horse Vault,2016,98155,193,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,98155,193,
Gymnastics,Gymnastics Men's Rings,2016,98155,193,
Swimming,Swimming Men's 100 metres Freestyle,2016,98219,151,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,98219,151,
Track and Field,Women's High Jump,2016,98244,198,
Track and Field,"Men's 1,500 metres",2016,98301,201,
Swimming,Swimming Women's 100 metres Backstroke,2016,98334,174,
Swimming,Swimming Men's 50 metres Freestyle,2016,98365,16,
Track and Field,Men's 400 metres Hurdles,2016,98376,3,
Gymnastics,Gymnastics Women's Individual All-Around,2016,98437,195,Silver
Gymnastics,Gymnastics Women's Team All-Around,2016,98437,195,Gold
Gymnastics,Gymnastics Women's Floor Exercise,2016,98437,195,Silver
Gymnastics,Gymnastics Women's Uneven Bars,2016,98437,195,
Gymnastics,Gymnastics Women's Balance Beam,2016,98437,195,
Track and Field,Women's Shot Put,2016,98451,89,
Track and Field,Women's Marathon,2016,98463,174,
Track and Field,Men's 4 x 400 metres Relay,2016,98476,86,
Track and Field,Women's 4 x 100 metres Relay,2016,98499,96,
Swimming,Swimming Men's 100 metres Butterfly,2016,98535,111,
Track and Field,Men's Marathon,2016,98548,86,
Track and Field,Women's Marathon,2016,98573,182,
Track and Field,Men's 4 x 400 metres Relay,2016,98635,199,
Track and Field,Men's Marathon,2016,98690,104,
Track and Field,Women's Marathon,2016,98703,148,
Track and Field,Men's Marathon,2016,98735,120,
Track and Field,Men's Javelin Throw,2016,98804,174,
Swimming,Swimming Women's 100 metres Freestyle,2016,98864,29,
Swimming,Swimming Women's 200 metres Freestyle,2016,98864,29,
Swimming,Swimming Men's 400 metres Freestyle,2016,98933,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,98933,71,
Swimming,Swimming Men's 100 metres Backstroke,2016,98937,108,
Swimming,Swimming Men's 200 metres Backstroke,2016,98937,108,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,98937,108,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,99057,84,
Track and Field,Women's Javelin Throw,2016,99091,167,
Track and Field,Women's Heptathlon,2016,99094,71,
Track and Field,Men's 20 kilometres Walk,2016,99280,77,
Track and Field,Women's 400 metres,2016,99325,151,
Track and Field,Women's 4 x 400 metres Relay,2016,99325,151,
Track and Field,Men's 50 kilometres Walk,2016,99361,11,
Track and Field,Women's 20 kilometres Walk,2016,99444,84,
Track and Field,Women's Long Jump,2016,99538,195,Silver
Track and Field,"Women's 3,000 metres Steeplechase",2016,99616,71,
Swimming,Swimming Men's 10 kilometres Open Water,2016,99671,71,
Swimming,Swimming Men's 100 metres Backstroke,2016,99690,170,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,99690,170,
Swimming,Swimming Women's 100 metres Freestyle,2016,99889,197,
Track and Field,Women's Marathon,2016,99907,74,
Track and Field,Women's Pole Vault,2016,99922,40,
Track and Field,Men's 50 kilometres Walk,2016,99966,42,
Track and Field,Men's 4 x 100 metres Relay,2016,99972,67,
Track and Field,Men's Pole Vault,2016,99995,167,
Track and Field,Women's Marathon,2016,100008,19,
Swimming,Swimming Women's 100 metres Breaststroke,2016,100018,73,
Swimming,Swimming Women's 200 metres Breaststroke,2016,100018,73,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,100032,73,Silver
Track and Field,Men's 800 metres,2016,100045,166,
Track and Field,Women's 20 kilometres Walk,2016,100047,96,
Track and Field,Men's 100 metres,2016,100140,71,
Track and Field,Men's 200 metres,2016,100140,71,
Track and Field,Men's 4 x 100 metres Relay,2016,100140,71,
Track and Field,Women's 100 metres Hurdles,2016,100143,179,
Track and Field,Men's Triple Jump,2016,100161,50,
Swimming,Swimming Men's 400 metres Freestyle,2016,100174,70,
Track and Field,Men's 20 kilometres Walk,2016,100181,131,
Track and Field,Men's 50 kilometres Walk,2016,100181,131,
Gymnastics,Gymnastics Men's Horse Vault,2016,100351,135,Gold
Swimming,Swimming Women's 200 metres Breaststroke,2016,100374,102,
Track and Field,Men's Marathon,2016,100379,147,
Track and Field,Men's Shot Put,2016,100501,93,
Track and Field,Men's 50 kilometres Walk,2016,100735,26,
Track and Field,Women's 4 x 100 metres Relay,2016,100741,193,
Track and Field,Women's Marathon,2016,100777,74,
Track and Field,Women's 20 kilometres Walk,2016,100784,92,
Gymnastics,Gymnastics Men's Individual All-Around,2016,100836,130,
Gymnastics,Gymnastics Men's Team All-Around,2016,100836,130,
Gymnastics,Gymnastics Men's Floor Exercise,2016,100836,130,
Gymnastics,Gymnastics Men's Parallel Bars,2016,100836,130,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,100836,130,
Gymnastics,Gymnastics Men's Rings,2016,100836,130,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,100836,130,
Track and Field,Men's 110 metres Hurdles,2016,100853,93,
Track and Field,"Men's 5,000 metres",2016,100876,129,
Track and Field,Men's 800 metres,2016,100883,73,
Track and Field,"Men's 5,000 metres",2016,100913,71,
Track and Field,Men's 800 metres,2016,101004,11,
Track and Field,Men's 110 metres Hurdles,2016,101033,162,
Track and Field,Men's Marathon,2016,101035,162,
Swimming,Swimming Women's 800 metres Freestyle,2016,101041,84,
Swimming,Swimming Women's 10 kilometres Open Water,2016,101041,84,
Track and Field,Men's 110 metres Hurdles,2016,101114,42,
Track and Field,Men's High Jump,2016,101120,120,
Track and Field,Women's 100 metres,2016,101123,42,
Swimming,Swimming Women's 100 metres Freestyle,2016,101158,143,
Swimming,Swimming Men's 100 metres Butterfly,2016,101178,92,
Gymnastics,Gymnastics Women's Team All-Around,2016,101196,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016,101196,92,
Track and Field,Women's Discus Throw,2016,101273,67,Silver
Track and Field,Men's 400 metres,2016,101292,195,
Track and Field,Men's 4 x 400 metres Relay,2016,101292,195,Gold
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,101298,11,Bronze
Track and Field,Women's Javelin Throw,2016,101308,11,
Swimming,Swimming Women's 50 metres Freestyle,2016,101322,7,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,101332,46,
Track and Field,Men's High Jump,2016,101381,195,
Track and Field,"Men's 10,000 metres",2016,101388,131,
Track and Field,"Men's 5,000 metres",2016,101419,11,
Track and Field,Men's 400 metres Hurdles,2016,101421,195,
Swimming,Swimming Women's 800 metres Freestyle,2016,101435,131,
Track and Field,Men's Javelin Throw,2016,101452,11,
Track and Field,"Women's 10,000 metres",2016,101531,147,
Track and Field,Men's Marathon,2016,101540,26,
Track and Field,Women's 20 kilometres Walk,2016,101608,151,
Track and Field,Men's 400 metres Hurdles,2016,101628,73,
Track and Field,Men's 4 x 100 metres Relay,2016,101632,195,
Track and Field,Men's 200 metres,2016,101660,34,
Track and Field,Men's 4 x 100 metres Relay,2016,101660,34,Bronze
Gymnastics,Gymnastics Men's Team All-Around,2016,101678,67,
Gymnastics,Gymnastics Men's Parallel Bars,2016,101678,67,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,101678,67,
Gymnastics,Gymnastics Men's Rings,2016,101678,67,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,101678,67,
Swimming,Swimming Men's 200 metres Individual Medley,2016,101680,26,
Track and Field,Women's 800 metres,2016,101734,197,
Track and Field,"Men's 1,500 metres",2016,101747,132,
Track and Field,Men's 20 kilometres Walk,2016,101815,23,
Track and Field,Men's 800 metres,2016,101841,42,
Track and Field,Women's Hammer Throw,2016,101850,199,
Track and Field,Women's Heptathlon,2016,101863,50,
Gymnastics,Gymnastics Women's Team All-Around,2016,101945,34,
Gymnastics,Gymnastics Women's Horse Vault,2016,101945,34,
Gymnastics,Gymnastics Women's Uneven Bars,2016,101945,34,
Gymnastics,Gymnastics Women's Balance Beam,2016,101945,34,
Track and Field,Men's 4 x 100 metres Relay,2016,101954,154,
Track and Field,Men's Marathon,2016,101997,18,
Track and Field,Men's Javelin Throw,2016,102024,71,Gold
Track and Field,Women's Triple Jump,2016,102089,199,Silver
Track and Field,Women's 100 metres Hurdles,2016,102132,71,
Track and Field,Men's 100 metres,2016,102165,14,
Track and Field,Women's 100 metres Hurdles,2016,102175,195,Gold
Track and Field,Women's Pole Vault,2016,102182,71,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,102220,193,
Track and Field,Men's Shot Put,2016,102230,26,
Track and Field,Men's 800 metres,2016,102237,34,
Swimming,Swimming Women's 100 metres Breaststroke,2016,102238,62,
Track and Field,Women's 400 metres Hurdles,2016,102258,96,
Track and Field,"Women's 10,000 metres",2016,102329,120,
Track and Field,Women's Marathon,2016,102330,39,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,102388,26,
Track and Field,Men's 400 metres,2016,102439,73,
Track and Field,Men's 4 x 400 metres Relay,2016,102439,73,
Track and Field,"Men's 5,000 metres",2016,102463,15,
Track and Field,Women's 200 metres,2016,102505,26,
Track and Field,Men's Discus Throw,2016,102546,157,
Track and Field,Men's High Jump,2016,102749,158,
Track and Field,Women's High Jump,2016,102781,92,
Track and Field,Women's Long Jump,2016,102828,151,
Track and Field,Men's 800 metres,2016,102886,15,
Track and Field,Men's 800 metres,2016,102888,97,
Track and Field,"Women's 3,000 metres Steeplechase",2016,102890,97,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,102980,170,
Swimming,Swimming Men's 200 metres Butterfly,2016,102980,170,
Swimming,Swimming Men's 400 metres Individual Medley,2016,102980,170,
Track and Field,"Women's 1,500 metres",2016,103025,195,
Track and Field,Men's 800 metres,2016,103085,170,
Track and Field,Women's 400 metres,2016,103188,11,
Track and Field,Women's 4 x 400 metres Relay,2016,103188,11,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,103225,34,Bronze
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,103225,34,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,103225,34,
Swimming,Swimming Women's 100 metres Backstroke,2016,103265,96,
Track and Field,Men's 800 metres,2016,103274,97,Gold
Track and Field,Men's 800 metres,2016,103288,167,
Swimming,Swimming Women's 50 metres Freestyle,2016,103328,25,
Swimming,Swimming Men's 10 kilometres Open Water,2016,103342,92,
Track and Field,Men's Marathon,2016,103379,42,
Track and Field,Men's 4 x 100 metres Relay,2016,103386,50,
Track and Field,Women's Javelin Throw,2016,103394,42,
Track and Field,Men's 50 kilometres Walk,2016,103408,42,
Track and Field,Men's 50 kilometres Walk,2016,103460,102,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,103490,195,Gold
Track and Field,"Men's 10,000 metres",2016,103528,195,
Track and Field,Men's Marathon,2016,103528,195,Bronze
Track and Field,Men's Marathon,2016,103592,193,
Track and Field,Men's 400 metres,2016,103597,14,
Track and Field,Men's 4 x 400 metres Relay,2016,103597,14,Bronze
Track and Field,Women's 400 metres Hurdles,2016,103616,93,
Track and Field,Men's 4 x 400 metres Relay,2016,103640,26,
Track and Field,Men's Long Jump,2016,103686,73,Bronze
Track and Field,Men's 100 metres,2016,103720,98,
Track and Field,Men's Javelin Throw,2016,103723,66,
Track and Field,Women's 200 metres,2016,103760,190,
Swimming,Swimming Men's 10 kilometres Open Water,2016,103801,195,
Swimming,Swimming Men's 50 metres Freestyle,2016,103802,90,
Swimming,Swimming Men's 100 metres Freestyle,2016,103802,90,
Swimming,Swimming Men's 100 metres Backstroke,2016,103802,90,
Swimming,Swimming Men's 100 metres Backstroke,2016,103877,152,
Swimming,Swimming Men's 200 metres Backstroke,2016,103877,152,Bronze
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,103877,152,
Track and Field,Women's Triple Jump,2016,103888,96,Bronze
Track and Field,Women's Pole Vault,2016,103927,71,
Track and Field,Men's Marathon,2016,103943,188,
Track and Field,Men's 100 metres,2016,103958,114,
Swimming,Swimming Men's 100 metres Backstroke,2016,104028,92,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,104028,92,
Track and Field,Women's Heptathlon,2016,104130,62,
Track and Field,Men's Marathon,2016,104135,3,
Track and Field,"Women's 1,500 metres",2016,104155,63,
Swimming,Swimming Men's 100 metres Butterfly,2016,104160,152,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,104160,152,
Track and Field,"Women's 10,000 metres",2016,104176,194,
Track and Field,Men's 4 x 100 metres Relay,2016,104222,189,
Track and Field,Men's 100 metres,2016,104231,72,
Track and Field,Women's Hammer Throw,2016,104239,52,
Track and Field,Women's Long Jump,2016,104290,178,
Swimming,Swimming Men's 50 metres Freestyle,2016,104322,3,
Swimming,Swimming Men's 100 metres Freestyle,2016,104322,3,
Track and Field,"Women's 3,000 metres Steeplechase",2016,104323,111,
Track and Field,Women's Hammer Throw,2016,104330,189,
Track and Field,Men's 200 metres,2016,104360,136,
Track and Field,"Women's 10,000 metres",2016,104382,97,
Swimming,Swimming Men's 200 metres Butterfly,2016,104486,94,Silver
Swimming,Swimming Women's 100 metres Backstroke,2016,104487,94,
Swimming,Swimming Women's 200 metres Backstroke,2016,104487,94,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,104487,94,
Track and Field,Women's Triple Jump,2016,104588,193,
Track and Field,Women's 400 metres,2016,104641,162,
Track and Field,Men's 20 kilometres Walk,2016,104656,120,
Track and Field,Men's 50 kilometres Walk,2016,104663,199,
Track and Field,Men's Decathlon,2016,104884,62,
Track and Field,Men's Long Jump,2016,104929,170,
Swimming,Swimming Women's 100 metres Backstroke,2016,104947,49,
Swimming,Swimming Women's 200 metres Backstroke,2016,104947,49,
Swimming,Swimming Women's 400 metres Individual Medley,2016,104947,49,
Swimming,Swimming Women's 50 metres Freestyle,2016,104952,115,
Swimming,Swimming Men's 100 metres Breaststroke,2016,104982,74,
Swimming,Swimming Men's 200 metres Breaststroke,2016,104982,74,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,104982,74,
Track and Field,Men's Discus Throw,2016,104985,89,
Track and Field,Men's 400 metres,2016,105024,97,
Track and Field,Women's 200 metres,2016,105056,130,
Track and Field,Women's 4 x 100 metres Relay,2016,105056,130,
Track and Field,Women's Discus Throw,2016,105060,11,
Track and Field,Women's Marathon,2016,105064,73,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,105209,173,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,105209,173,
Track and Field,Women's 20 kilometres Walk,2016,105215,120,
Track and Field,Women's 200 metres,2016,105217,56,
Swimming,Swimming Men's 200 metres Freestyle,2016,105265,121,
Track and Field,Women's High Jump,2016,105289,66,
Track and Field,Men's Triple Jump,2016,105393,14,
Track and Field,Men's 400 metres,2016,105430,91,
Swimming,Swimming Women's 50 metres Freestyle,2016,105444,44,
Swimming,Swimming Men's 100 metres Butterfly,2016,105479,18,
Swimming,Swimming Women's 50 metres Freestyle,2016,105485,80,
Swimming,Swimming Women's 50 metres Freestyle,2016,105535,67,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,105535,67,
Track and Field,Women's Marathon,2016,105546,26,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,105551,26,
Track and Field,Women's 800 metres,2016,105597,92,
Swimming,Swimming Men's 200 metres Individual Medley,2016,105613,147,
Swimming,Swimming Men's 400 metres Individual Medley,2016,105613,147,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,105624,26,
Track and Field,"Women's 3,000 metres Steeplechase",2016,105632,26,
Track and Field,Men's 400 metres,2016,105640,56,
Track and Field,Men's 4 x 400 metres Relay,2016,105640,56,
Track and Field,Women's 100 metres,2016,105655,26,
Track and Field,Women's 4 x 100 metres Relay,2016,105655,26,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,105666,92,
Track and Field,Men's 50 kilometres Walk,2016,105716,57,
Gymnastics,Gymnastics Women's Individual All-Around,2016,105727,26,
