sport,event,year,athlete_id,country_id,medal
Gymnastics,Gymnastics Men's Parallel Bars,2016,84138,152,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,84138,152,
Gymnastics,Gymnastics Men's Rings,2016,84138,152,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,84138,152,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,84187,166,
Swimming,Swimming Men's 400 metres Individual Medley,2016,84187,166,
Swimming,Swimming Men's 10 kilometres Open Water,2016,84187,166,
Swimming,Swimming Men's 400 metres Freestyle,2016,84215,8,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,84215,8,
Track and Field,Women's Marathon,2016,84219,128,
Track and Field,"Men's 5,000 metres",2016,84227,127,
Track and Field,Women's 800 metres,2016,84258,192,
Track and Field,Men's Decathlon,2016,84301,94,
Swimming,Swimming Men's 50 metres Freestyle,2016,84307,94,
Swimming,Swimming Men's 100 metres Freestyle,2016,84307,94,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,84307,94,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,84307,94,
Swimming,Swimming Women's 200 metres Individual Medley,2016,84441,171,
Track and Field,Women's Heptathlon,2016,84463,67,
Track and Field,Women's 200 metres,2016,84470,86,
Track and Field,Women's 800 metres,2016,84494,192,
Track and Field,Women's 400 metres,2016,84591,15,
Swimming,Swimming Men's 200 metres Breaststroke,2016,84617,89,
Swimming,Swimming Women's 50 metres Freestyle,2016,84630,152,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,84630,152,
Track and Field,Women's 20 kilometres Walk,2016,84631,188,
Swimming,Swimming Men's 50 metres Freestyle,2016,84647,37,
Track and Field,Men's 50 kilometres Walk,2016,84748,120,
Track and Field,Women's Marathon,2016,84788,173,
Track and Field,Men's Hammer Throw,2016,84850,181,Gold
Track and Field,Men's Marathon,2016,84923,203,
Track and Field,Men's 400 metres Hurdles,2016,84925,161,
Swimming,Swimming Women's 50 metres Freestyle,2016,84926,161,
Track and Field,"Men's 5,000 metres",2016,84931,97,
Track and Field,Women's 100 metres,2016,84948,177,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,84965,195,Silver
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,84971,11,Silver
Track and Field,Men's Shot Put,2016,85030,34,
Track and Field,Women's 100 metres,2016,85141,73,
Track and Field,Women's 4 x 100 metres Relay,2016,85141,73,Bronze
Track and Field,Women's 400 metres Hurdles,2016,85166,170,
Track and Field,Women's 200 metres,2016,85193,11,
Track and Field,Women's Marathon,2016,85313,165,
Swimming,Swimming Women's 100 metres Butterfly,2016,85314,51,
Track and Field,Men's Triple Jump,2016,85370,18,
Track and Field,Men's Discus Throw,2016,85371,193,
Track and Field,Women's 100 metres,2016,85405,6,
Track and Field,Women's Long Jump,2016,85413,34,
Track and Field,Women's Marathon,2016,85444,179,
Swimming,Swimming Women's 200 metres Freestyle,2016,85478,130,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,85478,130,
Swimming,Swimming Women's 10 kilometres Open Water,2016,85527,147,
Swimming,Swimming Men's 200 metres Butterfly,2016,85543,91,
Swimming,Swimming Men's 200 metres Individual Medley,2016,85543,91,
Swimming,Swimming Men's 400 metres Individual Medley,2016,85543,91,
Track and Field,Men's 4 x 400 metres Relay,2016,85554,14,Bronze
Track and Field,Women's Pole Vault,2016,85560,34,
Track and Field,Women's Pole Vault,2016,85575,34,
Track and Field,Women's 100 metres Hurdles,2016,85616,66,
Swimming,Swimming Women's 200 metres Individual Medley,2016,85670,11,
Gymnastics,Gymnastics Men's Individual All-Around,2016,85712,71,
Gymnastics,Gymnastics Men's Team All-Around,2016,85712,71,
Gymnastics,Gymnastics Men's Floor Exercise,2016,85712,71,
Gymnastics,Gymnastics Men's Parallel Bars,2016,85712,71,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,85712,71,
Gymnastics,Gymnastics Men's Rings,2016,85712,71,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,85712,71,
Track and Field,Men's 20 kilometres Walk,2016,85719,200,
Swimming,Swimming Women's 400 metres Freestyle,2016,85721,200,
Swimming,Swimming Women's 200 metres Individual Medley,2016,85721,200,
Swimming,Swimming Women's 400 metres Individual Medley,2016,85721,200,
Track and Field,Women's 400 metres,2016,85726,200,
Track and Field,Women's 400 metres Hurdles,2016,85726,200,
Swimming,Swimming Men's 50 metres Freestyle,2016,85772,161,
Swimming,Swimming Women's 100 metres Breaststroke,2016,85864,34,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,85864,34,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,86020,53,
Swimming,Swimming Women's 100 metres Backstroke,2016,86020,53,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,86020,53,Bronze
Track and Field,Men's Marathon,2016,86164,31,
Track and Field,Women's Pole Vault,2016,86223,66,
Swimming,Swimming Men's 100 metres Freestyle,2016,86283,29,
Swimming,Swimming Men's 50 metres Freestyle,2016,86449,40,
Swimming,Swimming Men's 100 metres Freestyle,2016,86449,40,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,86449,40,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,86449,40,
Swimming,Swimming Men's 50 metres Freestyle,2016,86525,114,
Track and Field,Men's Marathon,2016,86594,31,
Track and Field,Women's 800 metres,2016,86595,31,Silver
Track and Field,Women's Marathon,2016,86612,103,
Track and Field,Men's 200 metres,2016,86626,97,
Track and Field,"Men's 5,000 metres",2016,86634,104,
Track and Field,Men's 4 x 400 metres Relay,2016,86636,25,
Track and Field,Men's Marathon,2016,86637,104,
Swimming,Swimming Women's 100 metres Freestyle,2016,86697,6,
Track and Field,Women's Hammer Throw,2016,87189,193,
Track and Field,Men's 20 kilometres Walk,2016,87218,146,
Track and Field,Men's Hammer Throw,2016,87235,146,Bronze
Track and Field,Men's 400 metres Hurdles,2016,87252,94,
Track and Field,Women's 4 x 400 metres Relay,2016,87284,67,
Swimming,Swimming Women's 100 metres Butterfly,2016,87290,74,
Track and Field,Women's 20 kilometres Walk,2016,87292,74,
Track and Field,Women's 400 metres Hurdles,2016,87300,93,
Track and Field,"Women's 10,000 metres",2016,87304,31,
Track and Field,Men's 50 kilometres Walk,2016,87356,195,
Track and Field,Men's Marathon,2016,87385,62,
Track and Field,Women's Heptathlon,2016,87436,195,
Track and Field,Women's Marathon,2016,87452,203,
Track and Field,Men's Marathon,2016,87477,203,
Track and Field,"Women's 10,000 metres",2016,87518,153,
Track and Field,Men's Marathon,2016,87586,170,
Track and Field,Women's Javelin Throw,2016,87732,71,
Track and Field,"Women's 5,000 metres",2016,87792,97,Silver
Track and Field,Women's Shot Put,2016,87796,193,
Track and Field,"Women's 5,000 metres",2016,87855,34,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,87890,73,
Swimming,Swimming Women's 200 metres Individual Medley,2016,87890,73,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,87890,73,
Track and Field,Men's 200 metres,2016,87988,134,
Swimming,Swimming Women's 800 metres Freestyle,2016,87996,167,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,87996,167,
Track and Field,Women's 200 metres,2016,88015,15,
Track and Field,Men's 200 metres,2016,88034,134,
Track and Field,Women's Heptathlon,2016,88075,71,
Track and Field,Men's 110 metres Hurdles,2016,88087,50,
Track and Field,"Women's 3,000 metres Steeplechase",2016,88089,90,
Track and Field,Women's 100 metres Hurdles,2016,88107,73,
Track and Field,Men's Pole Vault,2016,88172,94,
Track and Field,Women's 400 metres Hurdles,2016,88187,134,
Track and Field,Men's 100 metres,2016,88209,134,
Track and Field,Men's 100 metres,2016,88210,149,
Track and Field,Men's 200 metres,2016,88210,149,
Track and Field,"Men's 1,500 metres",2016,88229,73,
Track and Field,Women's 400 metres,2016,88316,73,
Track and Field,Women's 4 x 400 metres Relay,2016,88316,73,Bronze
Track and Field,Men's 50 kilometres Walk,2016,88346,66,
Track and Field,Men's 50 kilometres Walk,2016,88365,120,
Track and Field,Women's 20 kilometres Walk,2016,88397,94,
Track and Field,Women's 100 metres,2016,88404,134,
Track and Field,Women's 200 metres,2016,88404,134,
Track and Field,Women's 4 x 100 metres Relay,2016,88404,134,
Track and Field,Men's Triple Jump,2016,88445,134,
Swimming,Swimming Women's 10 kilometres Open Water,2016,88461,26,Bronze
Track and Field,Women's 4 x 400 metres Relay,2016,88474,195,Gold
Track and Field,Women's Discus Throw,2016,88481,134,
Track and Field,Women's 100 metres,2016,88502,136,
Track and Field,Women's High Jump,2016,88533,193,
Track and Field,Men's Long Jump,2016,88541,173,
Track and Field,Women's Shot Put,2016,88546,134,
Track and Field,Men's Triple Jump,2016,88585,134,
Swimming,Swimming Women's 10 kilometres Open Water,2016,88600,84,
Track and Field,Men's Marathon,2016,88645,193,
Swimming,Swimming Women's 100 metres Freestyle,2016,88651,34,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,88651,34,Bronze
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,88651,34,Bronze
Swimming,Swimming Women's 100 metres Butterfly,2016,88651,34,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,88651,34,
Track and Field,Women's 400 metres,2016,88700,193,
Swimming,Swimming Women's 100 metres Freestyle,2016,88727,26,
Swimming,Swimming Women's 200 metres Freestyle,2016,88727,26,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,88727,26,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,88727,26,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,88727,26,
Gymnastics,Gymnastics Women's Team All-Around,2016,88729,26,
Gymnastics,Gymnastics Women's Uneven Bars,2016,88729,26,
Swimming,Swimming Men's 100 metres Freestyle,2016,88731,26,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,88731,26,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,88731,26,
Track and Field,Women's Marathon,2016,88769,39,
Swimming,Swimming Men's 10 kilometres Open Water,2016,88788,67,Bronze
Swimming,Swimming Men's 100 metres Breaststroke,2016,88821,75,
Gymnastics,Gymnastics Women's Team All-Around,2016,88918,34,
Gymnastics,Gymnastics Women's Floor Exercise,2016,88918,34,
Gymnastics,Gymnastics Women's Horse Vault,2016,88918,34,
Track and Field,Men's 400 metres,2016,89070,146,
Track and Field,Men's 4 x 400 metres Relay,2016,89070,146,
Swimming,Swimming Women's 200 metres Individual Medley,2016,89089,198,
Swimming,Swimming Women's 400 metres Individual Medley,2016,89089,198,
Track and Field,Women's 400 metres,2016,89096,134,
Track and Field,"Women's 5,000 metres",2016,89169,94,
Track and Field,Men's High Jump,2016,89174,71,
Track and Field,Women's Pole Vault,2016,89198,147,
Track and Field,Women's 4 x 400 metres Relay,2016,89216,73,Bronze
Gymnastics,Gymnastics Women's Individual All-Around,2016,89229,34,
Gymnastics,Gymnastics Women's Team All-Around,2016,89229,34,
Gymnastics,Gymnastics Women's Floor Exercise,2016,89229,34,
Gymnastics,Gymnastics Women's Uneven Bars,2016,89229,34,
Gymnastics,Gymnastics Women's Balance Beam,2016,89229,34,
Track and Field,Women's 20 kilometres Walk,2016,89248,170,
Track and Field,Men's Triple Jump,2016,89301,151,
Swimming,Swimming Men's 50 metres Freestyle,2016,89313,134,
Swimming,Swimming Women's 200 metres Freestyle,2016,89314,152,
Swimming,Swimming Women's 400 metres Freestyle,2016,89314,152,
Swimming,Swimming Women's 800 metres Freestyle,2016,89314,152,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,89314,152,
Gymnastics,Gymnastics Women's Individual All-Around,2016,89321,90,
Gymnastics,Gymnastics Women's Floor Exercise,2016,89321,90,
Gymnastics,Gymnastics Women's Uneven Bars,2016,89321,90,
Gymnastics,Gymnastics Women's Balance Beam,2016,89321,90,
Track and Field,Women's Triple Jump,2016,89439,195,
Track and Field,Women's Marathon,2016,89440,42,
Gymnastics,Gymnastics Women's Individual All-Around,2016,89525,144,
Gymnastics,Gymnastics Women's Floor Exercise,2016,89525,144,
Gymnastics,Gymnastics Women's Uneven Bars,2016,89525,144,
Gymnastics,Gymnastics Women's Balance Beam,2016,89525,144,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,89532,92,
Track and Field,Men's Marathon,2016,89541,199,
Track and Field,Women's 20 kilometres Walk,2016,89542,120,
Track and Field,Men's Discus Throw,2016,89549,42,
Track and Field,Men's 110 metres Hurdles,2016,89553,173,Silver
Track and Field,"Men's 5,000 metres",2016,89562,71,
Track and Field,Women's 20 kilometres Walk,2016,89601,77,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,89617,173,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,89618,173,
Track and Field,"Men's 5,000 metres",2016,89684,94,
Track and Field,"Men's 10,000 metres",2016,89684,94,
Track and Field,Women's 4 x 100 metres Relay,2016,89695,134,
Track and Field,Women's Heptathlon,2016,89696,134,
Swimming,Swimming Men's 200 metres Breaststroke,2016,89725,193,
Track and Field,Women's 800 metres,2016,89767,73,
Swimming,Swimming Women's 50 metres Freestyle,2016,89774,58,
Swimming,Swimming Women's 100 metres Butterfly,2016,89774,58,
Track and Field,Men's Triple Jump,2016,89780,189,
Track and Field,"Men's 10,000 metres",2016,89867,144,
Swimming,Swimming Women's 50 metres Freestyle,2016,90004,53,
Swimming,Swimming Women's 100 metres Freestyle,2016,90004,53,
Swimming,Swimming Women's 100 metres Butterfly,2016,90004,53,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,90004,53,Bronze
Swimming,Swimming Women's 50 metres Freestyle,2016,90075,30,
Track and Field,Men's 100 metres,2016,90091,125,
Track and Field,Men's 400 metres,2016,90139,133,
Swimming,Swimming Women's 400 metres Freestyle,2016,90179,34,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,90179,34,Bronze
Swimming,Swimming Women's 400 metres Individual Medley,2016,90179,34,
Track and Field,Women's 100 metres,2016,90249,72,
Track and Field,Women's 4 x 100 metres Relay,2016,90249,72,
Track and Field,"Men's 1,500 metres",2016,90296,189,
Track and Field,Men's Marathon,2016,90297,189,
Track and Field,Women's Javelin Throw,2016,90335,102,
Track and Field,Men's Marathon,2016,90412,144,
Track and Field,Men's Marathon,2016,90421,144,
Swimming,Swimming Men's 100 metres Breaststroke,2016,90447,11,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,90447,11,Bronze
Track and Field,Men's 800 metres,2016,90519,26,
Track and Field,Men's Marathon,2016,90642,135,
Swimming,Swimming Men's 200 metres Butterfly,2016,90675,152,
Track and Field,Women's 100 metres,2016,90698,42,
Track and Field,Men's 200 metres,2016,90706,82,
Track and Field,Women's Javelin Throw,2016,90721,102,
Track and Field,Women's 200 metres,2016,90758,170,
Track and Field,Women's 400 metres,2016,90758,170,
Track and Field,Men's 20 kilometres Walk,2016,90822,120,
Swimming,Swimming Men's 100 metres Breaststroke,2016,90854,11,
Track and Field,Women's 20 kilometres Walk,2016,90875,92,
Track and Field,Men's 400 metres,2016,90888,42,
Track and Field,Men's 4 x 400 metres Relay,2016,90888,42,
Track and Field,Women's High Jump,2016,90904,108,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,90906,92,Gold
Track and Field,Men's 100 metres,2016,91001,110,
Track and Field,Women's Triple Jump,2016,91143,151,
Swimming,Swimming Women's 200 metres Backstroke,2016,91162,92,
Track and Field,Women's 100 metres,2016,91219,51,
Track and Field,Women's 200 metres,2016,91219,51,
Track and Field,Women's Triple Jump,2016,91223,74,
Track and Field,Men's 20 kilometres Walk,2016,91234,74,
Track and Field,Men's 50 kilometres Walk,2016,91234,74,
Track and Field,Women's Marathon,2016,91280,84,
Swimming,Swimming Men's 10 kilometres Open Water,2016,91285,84,
Track and Field,"Women's 10,000 metres",2016,91290,74,
Track and Field,Women's Marathon,2016,91380,57,
Track and Field,Men's Discus Throw,2016,91384,51,
Track and Field,Men's 50 kilometres Walk,2016,91464,171,
Swimming,Swimming Women's 200 metres Butterfly,2016,91547,171,
Gymnastics,Gymnastics Men's Individual All-Around,2016,91573,171,
Gymnastics,Gymnastics Men's Team All-Around,2016,91573,171,
Gymnastics,Gymnastics Men's Floor Exercise,2016,91573,171,
Gymnastics,Gymnastics Men's Parallel Bars,2016,91573,171,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,91573,171,
Gymnastics,Gymnastics Men's Rings,2016,91573,171,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,91573,171,
Swimming,Swimming Men's 100 metres Freestyle,2016,91620,171,
Swimming,Swimming Men's 200 metres Freestyle,2016,91620,171,
Swimming,Swimming Men's 400 metres Freestyle,2016,91620,171,
Track and Field,Men's Hammer Throw,2016,91787,84,
Track and Field,Men's 50 kilometres Walk,2016,91820,66,
Track and Field,Women's 200 metres,2016,91848,138,
Track and Field,Women's 20 kilometres Walk,2016,91879,173,
Gymnastics,Gymnastics Women's Team All-Around,2016,91887,152,Silver
Gymnastics,Gymnastics Women's Horse Vault,2016,91887,152,Silver
Track and Field,Women's 20 kilometres Walk,2016,91959,102,
Track and Field,Women's 4 x 400 metres Relay,2016,91960,151,
Swimming,Swimming Women's 200 metres Freestyle,2016,91971,82,
Track and Field,Women's High Jump,2016,92107,11,
Gymnastics,Gymnastics Men's Individual All-Around,2016,92122,170,
Gymnastics,Gymnastics Men's Floor Exercise,2016,92122,170,
Gymnastics,Gymnastics Men's Parallel Bars,2016,92122,170,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,92122,170,
Gymnastics,Gymnastics Men's Rings,2016,92122,170,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,92122,170,
Track and Field,Women's Javelin Throw,2016,92125,195,
Track and Field,Men's Marathon,2016,92179,26,
Track and Field,Men's 4 x 100 metres Relay,2016,92188,130,
Track and Field,"Women's 10,000 metres",2016,92276,73,
Gymnastics,Gymnastics Men's Individual All-Around,2016,92389,13,
Gymnastics,Gymnastics Men's Floor Exercise,2016,92389,13,
Gymnastics,Gymnastics Men's Parallel Bars,2016,92389,13,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,92389,13,
Gymnastics,Gymnastics Men's Rings,2016,92389,13,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,92389,13,
Swimming,Swimming Women's 10 kilometres Open Water,2016,92413,73,
Track and Field,Men's Javelin Throw,2016,92481,11,
Swimming,Swimming Men's 100 metres Breaststroke,2016,92529,73,Gold
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,92529,73,Silver
Swimming,Swimming Men's 200 metres Backstroke,2016,92531,195,
Swimming,Swimming Women's 10 kilometres Open Water,2016,92552,52,
Track and Field,Women's 100 metres Hurdles,2016,92640,136,
Swimming,Swimming Women's 100 metres Breaststroke,2016,92669,53,
Swimming,Swimming Women's 200 metres Breaststroke,2016,92669,53,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,92669,53,Bronze
Track and Field,Women's 400 metres Hurdles,2016,92714,92,
Swimming,Swimming Women's 200 metres Freestyle,2016,92854,92,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,92854,92,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,92854,92,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,92854,92,
Track and Field,Men's 4 x 400 metres Relay,2016,92879,50,
Track and Field,"Men's 3,000 metres Steeplechase",2016,92947,199,
Track and Field,Women's Pole Vault,2016,92960,90,
Swimming,Swimming Men's 200 metres Butterfly,2016,93126,173,
Track and Field,Women's Marathon,2016,93132,8,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,93178,26,
Swimming,Swimming Men's 200 metres Individual Medley,2016,93218,26,
Gymnastics,Gymnastics Women's Individual All-Around,2016,93269,173,
Gymnastics,Gymnastics Women's Floor Exercise,2016,93269,173,
Gymnastics,Gymnastics Women's Uneven Bars,2016,93269,173,
Gymnastics,Gymnastics Women's Balance Beam,2016,93269,173,
Swimming,Swimming Men's 100 metres Freestyle,2016,93332,56,
Track and Field,Women's Marathon,2016,93367,120,
Swimming,Swimming Women's 10 kilometres Open Water,2016,93385,199,
Track and Field,Women's 20 kilometres Walk,2016,93386,57,
Track and Field,Men's Marathon,2016,93395,50,
Track and Field,Women's Discus Throw,2016,93411,50,
Track and Field,Women's Discus Throw,2016,93475,49,Gold
Track and Field,Men's 4 x 400 metres Relay,2016,93481,42,
Swimming,Swimming Women's 10 kilometres Open Water,2016,93608,167,
Swimming,Swimming Men's 100 metres Breaststroke,2016,93635,178,
Swimming,Swimming Men's 200 metres Breaststroke,2016,93635,178,
Track and Field,Men's Marathon,2016,93678,92,
Track and Field,Women's Marathon,2016,93691,124,
Track and Field,Women's 100 metres Hurdles,2016,93731,74,
Track and Field,Women's 100 metres,2016,93741,185,
Swimming,Swimming Men's 200 metres Breaststroke,2016,94022,100,
Gymnastics,Gymnastics Men's Rings,2016,94094,74,Gold
Track and Field,Men's Marathon,2016,94104,198,
Track and Field,Women's Triple Jump,2016,94132,29,
Track and Field,Women's 800 metres,2016,94270,131,
Track and Field,Men's Shot Put,2016,94316,24,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,94322,92,
Track and Field,Men's Marathon,2016,94370,71,
Track and Field,Women's Marathon,2016,94380,170,
Gymnastics,Gymnastics Men's Parallel Bars,2016,94381,200,
Gymnastics,Gymnastics Women's Horse Vault,2016,94390,200,
Gymnastics,Gymnastics Women's Balance Beam,2016,94390,200,
Swimming,Swimming Women's 100 metres Breaststroke,2016,94398,113,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,94406,195,Gold
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,94406,195,Gold
Swimming,Swimming Men's 100 metres Butterfly,2016,94406,195,Silver
Swimming,Swimming Men's 200 metres Butterfly,2016,94406,195,Gold
Swimming,Swimming Men's 200 metres Individual Medley,2016,94406,195,Gold
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,94406,195,Gold
Track and Field,"Men's 1,500 metres",2016,94424,34,
Track and Field,Women's 100 metres,2016,94426,73,
Track and Field,Women's 4 x 100 metres Relay,2016,94426,73,Bronze
Swimming,Swimming Women's 50 metres Freestyle,2016,94449,27,
Track and Field,Men's 100 metres,2016,94512,202,
Track and Field,Women's 100 metres,2016,94524,101,
Swimming,Swimming Women's 200 metres Individual Medley,2016,94638,34,
Swimming,Swimming Women's 400 metres Individual Medley,2016,94638,34,
Track and Field,Men's Marathon,2016,94664,57,
Track and Field,Women's 800 metres,2016,94703,151,
Track and Field,"Women's 1,500 metres",2016,94703,151,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,94713,195,Gold
Track and Field,Men's 4 x 400 metres Relay,2016,94776,146,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,94837,66,
Track and Field,Women's 100 metres Hurdles,2016,94870,96,
Track and Field,Men's 200 metres,2016,94941,14,
Track and Field,Women's Marathon,2016,94965,199,
Swimming,Swimming Men's 100 metres Butterfly,2016,94991,142,
Track and Field,Men's 200 metres,2016,94992,142,
Swimming,Swimming Men's 400 metres Individual Medley,2016,95013,6,
Track and Field,Men's 20 kilometres Walk,2016,95022,57,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,95024,167,
Swimming,Swimming Women's 50 metres Freestyle,2016,95042,112,
Swimming,Swimming Women's 400 metres Freestyle,2016,95044,199,
Swimming,Swimming Women's 800 metres Freestyle,2016,95044,199,
Swimming,Swimming Women's 200 metres Butterfly,2016,95044,199,
Track and Field,Women's 100 metres,2016,95060,71,
Track and Field,Women's 4 x 100 metres Relay,2016,95060,71,
Swimming,Swimming Men's 200 metres Backstroke,2016,95072,42,
Swimming,Swimming Women's 200 metres Butterfly,2016,95169,92,
Track and Field,Men's Javelin Throw,2016,95232,66,
Swimming,Swimming Men's 200 metres Breaststroke,2016,95296,92,
Track and Field,Women's Pole Vault,2016,95351,148,
Track and Field,Women's 100 metres Hurdles,2016,95495,193,
Track and Field,Men's Triple Jump,2016,95501,18,
Track and Field,Women's Pole Vault,2016,95515,130,
Swimming,Swimming Men's 100 metres Backstroke,2016,95532,195,Bronze
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,95532,195,Gold
Track and Field,Men's 20 kilometres Walk,2016,95694,71,
Track and Field,Men's 50 kilometres Walk,2016,95694,71,
Track and Field,Women's 100 metres,2016,95704,193,
Track and Field,Women's 200 metres,2016,95704,193,
Track and Field,Women's 4 x 100 metres Relay,2016,95704,193,
Swimming,Swimming Men's 100 metres Backstroke,2016,95809,146,
Swimming,Swimming Women's 200 metres Butterfly,2016,95830,92,
Track and Field,Women's Marathon,2016,95852,100,
Track and Field,Men's Marathon,2016,95908,90,
Track and Field,Women's 20 kilometres Walk,2016,96016,77,
Gymnastics,Gymnastics Women's Floor Exercise,2016,96044,151,
Gymnastics,Gymnastics Women's Balance Beam,2016,96044,151,
Swimming,Swimming Men's 400 metres Individual Medley,2016,96049,173,
Swimming,Swimming Women's 50 metres Freestyle,2016,96058,10,
Swimming,Swimming Men's 10 kilometres Open Water,2016,96103,11,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,96158,152,
Track and Field,Women's 100 metres Hurdles,2016,96162,18,
Swimming,Swimming Women's 100 metres Freestyle,2016,96203,152,
Swimming,Swimming Women's 200 metres Freestyle,2016,96203,152,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,96203,152,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,96203,152,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,96203,152,
Track and Field,Women's 100 metres,2016,96227,146,
Track and Field,Women's 4 x 100 metres Relay,2016,96227,146,
Track and Field,Men's 110 metres Hurdles,2016,96315,195,
Track and Field,Women's 100 metres Hurdles,2016,96323,73,
Track and Field,Men's 110 metres Hurdles,2016,96330,50,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,96437,152,
Swimming,Swimming Men's 400 metres Freestyle,2016,96459,67,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,96459,67,
Track and Field,"Women's 10,000 metres",2016,96483,73,
Swimming,Swimming Men's 100 metres Freestyle,2016,96525,32,
Track and Field,Women's Discus Throw,2016,96584,67,
Track and Field,Women's 4 x 400 metres Relay,2016,96597,86,
Track and Field,Women's Triple Jump,2016,96603,50,
Track and Field,Women's 100 metres,2016,96610,193,
Track and Field,Women's 4 x 100 metres Relay,2016,96610,193,
Track and Field,Men's 4 x 100 metres Relay,2016,96614,93,Gold
Track and Field,Men's 110 metres Hurdles,2016,96685,73,
Swimming,Swimming Men's 200 metres Butterfly,2016,96730,86,
Track and Field,Women's 200 metres,2016,96737,195,
Track and Field,"Women's 3,000 metres Steeplechase",2016,96785,93,
Swimming,Swimming Men's 200 metres Breaststroke,2016,96858,195,Silver
Swimming,Swimming Women's 50 metres Freestyle,2016,96875,186,
Track and Field,Women's Hammer Throw,2016,96938,195,
Swimming,Swimming Men's 100 metres Breaststroke,2016,96995,152,
Track and Field,Women's Long Jump,2016,97038,170,
Track and Field,Women's Long Jump,2016,97120,73,
Track and Field,Men's Marathon,2016,97124,121,
Track and Field,Women's 20 kilometres Walk,2016,97175,193,
Track and Field,Women's 200 metres,2016,97198,181,
Track and Field,Men's High Jump,2016,97229,193,
Swimming,Swimming Men's 50 metres Freestyle,2016,97233,73,
Swimming,Swimming Men's 100 metres Freestyle,2016,97233,73,
Track and Field,Men's Marathon,2016,97301,18,
Track and Field,Women's 800 metres,2016,97318,193,
Track and Field,Men's High Jump,2016,97325,71,
Track and Field,Women's Pole Vault,2016,97361,52,
